state_name,year,value
North-Carolina,1990,0.9982502500867647
North-Dakota,1990,0.7612193005736678
Ohio,1990,1.154543576342813
Oklahoma,1990,0.7034061681263564
Oregon,1990,1.0465841142164987
Pennsylvania,1990,1.2222488958754396
Rhode-Island,1990,0.5142645339539564
South-Carolina,1990,0.6001939720583334
South-Dakota,1990,1.2499549707721727
Tennessee,1990,0.761599936032229
Texas,1990,0.23106629510918753
Utah,1990,1.318600548489611
Vermont,1990,0.9061948567189972
Virginia,1990,0.917203431122362
Washington,1990,1.129545134706599
West-Virginia,1990,1.365344786286399
Wisconsin,1990,1.4833730137666814
Wyoming,1990,1.1898063205601943
Alabama,2000,0.5378379573865759
Alaska,2000,0.9827290964892583
Arizona,2000,0.12390674996087014
Arkansas,2000,0.3767501514130749
California,2000,0.9411086771601038
Colorado,2000,0.29177814071548624
Connecticut,2000,0.5290187139755969
Delaware,2000,1.516109942905362
Florida,2000,1.464135809022176
Georgia,2000,0.8001169861652677
Hawaii,2000,-0.4300992385113198
Idaho,2000,0.42679503092909776
Illinois,2000,0.5623340886974393
Indiana,2000,0.2292770144744095
Iowa,2000,0.448664618336974
Kansas,2000,0.4465233720542501
Kentucky,2000,0.6418169024627594
Louisiana,2000,0.7330414497546753
Maine,2000,0.7874249501527739
Maryland,2000,0.672641317736085
Massachusetts,2000,1.1091255129330584
Michigan,2000,0.3206757446461008
Minnesota,2000,0.31693533811050223
Mississippi,2000,1.0844924905919742
Missouri,2000,0.9000078394545046
Montana,2000,0.0866975549340232
Nebraska,2000,0.28266857208963625
Nevada,2000,0.9218773996420531
New-Hampshire,2000,0.4341082756602628
New-Jersey,2000,0.8767163641807703
New-Mexico,2000,0.9290145696806382
New-York,2000,0.547900108200805
North-Carolina,2000,0.8935754241267378
North-Dakota,2000,0.6147090827429924
Ohio,2000,0.5340856079320038
Oklahoma,2000,0.5023805674077397
Oregon,2000,1.0593668075318643
Pennsylvania,2000,0.7211967961673778
Rhode-Island,2000,0.2651735840325551
South-Carolina,2000,1.0468424487407195
South-Dakota,2000,0.4044962538023382
Tennessee,2000,0.7564449843142859
Texas,2000,0.3224226092045539
Utah,2000,0.5220819467978686
Vermont,2000,0.31335714431537465
Virginia,2000,0.36572315565264135
Washington,2000,0.6222734826368335
West-Virginia,2000,1.17439561344412
Wisconsin,2000,0.8758011895283397
Wyoming,2000,0.32492781168977025
